occurrenceID	eventID	samplingProtocol	habitat	occurrenceRemarks	fieldNotes	decimalLatitude	decimalLongitude	Datum	coordinateUncertaintyInMeters	scientificName	organismQuantity	organismQuantityType	eventDate	Year	kingdom	eventRemarks
MuSGrowth_1025	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1026	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1027	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.30	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1028	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.10	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1029	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1030	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1031	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.30	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1032	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.30	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1033	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1556	MuSGrowth_OTC 27	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	3.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1557	MuSGrowth_OTC 27	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1558	MuSGrowth_OTC 27	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1559	MuSGrowth_OTC 27	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1560	MuSGrowth_OTC 27	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1561	MuSGrowth_OTC 28	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1562	MuSGrowth_OTC 28	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1569	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1570	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1571	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1572	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	0.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1573	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1574	MuSGrowth_OTC 30	individual wire ringlet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1624	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	172	number of capitulas per 1 dm^2	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_1625	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	344	number of capitulas per 1 dm^2	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_1674	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	232	number of capitulas per 1 dm^2	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_1675	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	360	number of capitulas per 1 dm^2	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_1677	MuSGrowth_OTC 30	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	320	number of capitulas per 1 dm^2	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_1724	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	376	number of capitulas per 1 dm^2	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1725	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	280	number of capitulas per 1 dm^2	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1727	MuSGrowth_OTC 30	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	324	number of capitulas per 1 dm^2	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1771	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	244	number of capitulas per 1 dm^2	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1772	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	476	number of capitulas per 1 dm^2	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1774	MuSGrowth_OTC 30	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	360	number of capitulas per 1 dm^2	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1824	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.92	weight of capitulas per 1 dm^2	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_1825	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	2.2	weight of capitulas per 1 dm^2	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_1874	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.84	weight of capitulas per 1 dm^2	2019-10-09/2021-05-05	2020	Plantae	
MuSGrowth_1875	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	2.2	weight of capitulas per 1 dm^2	2019-10-09/2021-05-05	2020	Plantae	
MuSGrowth_1877	MuSGrowth_OTC 30	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.96	weight of capitulas per 1 dm^2	2019-10-09/2021-05-05	2020	Plantae	
MuSGrowth_1924	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	2.72	weight of capitulas per 1 dm^2	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1925	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.76	weight of capitulas per 1 dm^2	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1927	MuSGrowth_OTC 30	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.84	weight of capitulas per 1 dm^2	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1971	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	2.16	weight of capitulas per 1 dm^2	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1972	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.8	weight of capitulas per 1 dm^2	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1974	MuSGrowth_OTC 30	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	11.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	2.64	weight of capitulas per 1 dm^2	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_2024	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	2.52	weight of 3 cm shoots per 1 dm^2	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_2025	MuSGrowth_OTC 28	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	14.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	1.64	weight of 3 cm shoots per 1 dm^2	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_2074	MuSGrowth_OTC 27	sampling 1 dm^3 of sphagnum carpet	Oligotrophic graminoid-Eriophorum-Sphagnum bog	OTC	10.00	60.89422	68.681537	WGS84	30	Sphagnum balticum	2.92	weight of 3 cm shoots per 1 dm^2	2019-10-09/2021-05-05	2020	Plantae	
